DIA_TRANSPORTE;AMBA;MOTIVO_ATSF;GENERO;TIPO_TRANSPORTE;CANT_TRJ;DATO_PRELIMINAR
2020-01-16;NO;PENSION;F;TOTAL;34488;NO
2020-01-16;NO;PENSION;F;TREN;10;NO
2020-01-16;NO;PENSION;M;COLECTIVO;12990;NO
2020-01-16;NO;PENSION;M;LANCHA;3;NO
2020-01-16;NO;PENSION;M;SUBTE;0;NO
2020-01-16;NO;PENSION;M;TOTAL;12996;NO
2020-01-16;NO;PENSION;M;TREN;5;NO
2020-01-16;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;24777;NO
2020-01-16;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;4;NO
2020-01-16;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;0;NO
2020-01-16;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;24784;NO
2020-01-16;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;11;NO
2020-01-16;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;207;NO
2020-01-16;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-01-16;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;0;NO
2020-01-16;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;207;NO
2020-01-16;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;1;NO
2020-01-16;NO;PROGRESAR;F;COLECTIVO;10684;NO
2020-01-16;NO;PROGRESAR;F;LANCHA;1;NO
2020-01-16;NO;PROGRESAR;F;SUBTE;0;NO
2020-01-16;NO;PROGRESAR;F;TOTAL;10688;NO
2020-01-16;NO;PROGRESAR;F;TREN;7;NO
2020-01-16;NO;PROGRESAR;M;COLECTIVO;5286;NO
2020-01-16;NO;PROGRESAR;M;LANCHA;1;NO
2020-01-16;NO;PROGRESAR;M;SUBTE;0;NO
2020-01-16;NO;PROGRESAR;M;TOTAL;5289;NO
2020-01-16;NO;PROGRESAR;M;TREN;2;NO
2020-01-16;SI;;;COLECTIVO;1061037;NO
2020-01-16;SI;;;LANCHA;0;NO
2020-01-16;SI;;;SUBTE;239893;NO
2020-01-16;SI;;;TOTAL;1223926;NO
2020-01-16;SI;;;TREN;281682;NO
2020-01-16;SI;;F;COLECTIVO;613038;NO
2020-01-16;SI;;F;LANCHA;0;NO
2020-01-16;SI;;F;SUBTE;121500;NO
2020-01-16;SI;;F;TOTAL;682472;NO
2020-01-16;SI;;F;TREN;148602;NO
2020-01-16;SI;;M;COLECTIVO;482626;NO
2020-01-16;SI;;M;LANCHA;0;NO
2020-01-16;SI;;M;SUBTE;117818;NO
2020-01-16;SI;;M;TOTAL;558183;NO
2020-01-16;SI;;M;TREN;152173;NO
2020-01-16;SI;AUH;F;COLECTIVO;216054;NO
2020-01-16;SI;AUH;F;LANCHA;0;NO
2020-01-16;SI;AUH;F;SUBTE;11735;NO
2020-01-16;SI;AUH;F;TOTAL;221729;NO
2020-01-16;SI;AUH;F;TREN;51446;NO
2020-01-16;SI;AUH;M;COLECTIVO;6787;NO
2020-01-16;SI;AUH;M;LANCHA;0;NO
2020-01-16;SI;AUH;M;SUBTE;489;NO
2020-01-16;SI;AUH;M;TOTAL;7054;NO
2020-01-16;SI;AUH;M;TREN;1963;NO
2020-01-16;SI;JUBILACION;F;COLECTIVO;311921;NO
2020-01-16;SI;JUBILACION;F;LANCHA;0;NO
2020-01-16;SI;JUBILACION;F;SUBTE;24610;NO
2020-01-16;SI;JUBILACION;F;TOTAL;323455;NO
2020-01-16;SI;JUBILACION;F;TREN;42076;NO
2020-01-16;SI;JUBILACION;M;COLECTIVO;143150;NO
2020-01-16;SI;JUBILACION;M;LANCHA;0;NO
2020-01-16;SI;JUBILACION;M;SUBTE;13885;NO
2020-01-16;SI;JUBILACION;M;TOTAL;149936;NO
2020-01-16;SI;JUBILACION;M;TREN;23239;NO
2020-01-16;SI;MONOTRIBUTO SOCIAL;F;COLECTIVO;53028;NO
2020-01-16;SI;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-01-16;SI;MONOTRIBUTO SOCIAL;F;SUBTE;3306;NO
2020-01-16;SI;MONOTRIBUTO SOCIAL;F;TOTAL;54523;NO
2020-01-16;SI;MONOTRIBUTO SOCIAL;F;TREN;12262;NO
2020-01-16;SI;MONOTRIBUTO SOCIAL;M;COLECTIVO;19857;NO
2020-01-16;SI;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-01-16;SI;MONOTRIBUTO SOCIAL;M;SUBTE;1464;NO
2020-01-16;SI;MONOTRIBUTO SOCIAL;M;TOTAL;20599;NO
2020-01-16;SI;MONOTRIBUTO SOCIAL;M;TREN;4934;NO
2020-01-16;SI;OTRO;F;COLECTIVO;6266;NO
2020-01-16;SI;OTRO;F;LANCHA;0;NO
2020-01-16;SI;OTRO;F;SUBTE;587;NO
2020-01-16;SI;OTRO;F;TOTAL;6533;NO
2020-01-16;SI;OTRO;F;TREN;1475;NO
2020-01-16;SI;OTRO;M;COLECTIVO;3085;NO
2020-01-16;SI;OTRO;M;LANCHA;0;NO
2020-01-16;SI;OTRO;M;SUBTE;338;NO
2020-01-16;SI;OTRO;M;TOTAL;3279;NO
2020-01-16;SI;OTRO;M;TREN;826;NO
2020-01-16;SI;PENSION;F;COLECTIVO;86170;NO
2020-01-16;SI;PENSION;F;LANCHA;0;NO
2020-01-16;SI;PENSION;F;SUBTE;5749;NO
2020-01-16;SI;PENSION;F;TOTAL;88682;NO
2020-01-16;SI;PENSION;F;TREN;18758;NO
2020-01-16;SI;PENSION;M;COLECTIVO;34253;NO
2020-01-16;SI;PENSION;M;LANCHA;0;NO
2020-01-16;SI;PENSION;M;SUBTE;2474;NO
2020-01-16;SI;PENSION;M;TOTAL;35465;NO
2020-01-16;SI;PENSION;M;TREN;7764;NO
2020-01-16;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;126473;NO
2020-01-16;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
2020-01-16;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;13153;NO
2020-01-16;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;129871;NO
2020-01-16;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;35982;NO
2020-01-16;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;1291;NO
2020-01-16;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-01-16;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;167;NO
2020-01-16;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;1378;NO
2020-01-16;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;385;NO
2020-01-16;SI;PROGRESAR;F;COLECTIVO;27870;NO
2020-01-16;SI;PROGRESAR;F;LANCHA;0;NO
2020-01-16;SI;PROGRESAR;F;SUBTE;2743;NO
2020-01-16;SI;PROGRESAR;F;TOTAL;29046;NO
2020-01-16;SI;PROGRESAR;F;TREN;6940;NO
2020-01-16;SI;PROGRESAR;M;COLECTIVO;11996;NO
2020-01-16;SI;PROGRESAR;M;LANCHA;0;NO
2020-01-16;SI;PROGRESAR;M;SUBTE;1325;NO
2020-01-16;SI;PROGRESAR;M;TOTAL;12651;NO
2020-01-16;SI;PROGRESAR;M;TREN;3425;NO
2020-01-17;NO;;;COLECTIVO;234110;NO
2020-01-17;NO;;;LANCHA;3;NO
2020-01-17;NO;;;SUBTE;0;NO
2020-01-17;NO;;;TOTAL;234231;NO
2020-01-17;NO;;;TREN;228;NO
2020-01-17;NO;;F;COLECTIVO;119662;NO
2020-01-17;NO;;F;LANCHA;39;NO
2020-01-17;NO;;F;SUBTE;0;NO
2020-01-17;NO;;F;TOTAL;119804;NO
2020-01-17;NO;;F;TREN;183;NO
2020-01-17;NO;;M;COLECTIVO;75946;NO
2020-01-17;NO;;M;LANCHA;38;NO
2020-01-17;NO;;M;SUBTE;0;NO
2020-01-17;NO;;M;TOTAL;76054;NO
2020-01-17;NO;;M;TREN;129;NO
2020-01-17;NO;AUH;F;COLECTIVO;60802;NO
2020-01-17;NO;AUH;F;LANCHA;1;NO
2020-01-17;NO;AUH;F;SUBTE;0;NO
2020-01-17;NO;AUH;F;TOTAL;60804;NO
2020-01-17;NO;AUH;F;TREN;8;NO
2020-01-17;NO;AUH;M;COLECTIVO;1165;NO
2020-01-17;NO;AUH;M;LANCHA;0;NO
2020-01-17;NO;AUH;M;SUBTE;0;NO
2020-01-17;NO;AUH;M;TOTAL;1165;NO
2020-01-17;NO;AUH;M;TREN;0;NO
2020-01-17;NO;JUBILACION;F;COLECTIVO;80449;NO
2020-01-17;NO;JUBILACION;F;LANCHA;19;NO
2020-01-17;NO;JUBILACION;F;SUBTE;0;NO
2020-01-17;NO;JUBILACION;F;TOTAL;80476;NO
2020-01-17;NO;JUBILACION;F;TREN;21;NO
2020-01-17;NO;JUBILACION;M;COLECTIVO;39444;NO
2020-01-17;NO;JUBILACION;M;LANCHA;18;NO
2020-01-17;NO;JUBILACION;M;SUBTE;0;NO
2020-01-17;NO;JUBILACION;M;TOTAL;39467;NO
2020-01-17;NO;JUBILACION;M;TREN;15;NO
2020-01-17;NO;MONOTRIBUTO SOCIAL;F;COLECTIVO;12304;NO
2020-01-17;NO;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-01-17;NO;MONOTRIBUTO SOCIAL;F;SUBTE;0;NO
2020-01-17;NO;MONOTRIBUTO SOCIAL;F;TOTAL;12304;NO
2020-01-17;NO;MONOTRIBUTO SOCIAL;F;TREN;1;NO
2020-01-17;NO;MONOTRIBUTO SOCIAL;M;COLECTIVO;4307;NO
2020-01-17;NO;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-01-17;NO;MONOTRIBUTO SOCIAL;M;SUBTE;0;NO
2020-01-17;NO;MONOTRIBUTO SOCIAL;M;TOTAL;4307;NO
2020-01-17;NO;MONOTRIBUTO SOCIAL;M;TREN;2;NO
2020-01-17;NO;OTRO;F;COLECTIVO;2966;NO
2020-01-17;NO;OTRO;F;LANCHA;0;NO
2020-01-17;NO;OTRO;F;SUBTE;0;NO
2020-01-17;NO;OTRO;F;TOTAL;2966;NO
2020-01-17;NO;OTRO;F;TREN;1;NO
2020-01-17;NO;OTRO;M;COLECTIVO;1281;NO
2020-01-17;NO;OTRO;M;LANCHA;0;NO
2020-01-17;NO;OTRO;M;SUBTE;0;NO
2020-01-17;NO;OTRO;M;TOTAL;1281;NO
2020-01-17;NO;OTRO;M;TREN;0;NO
2020-01-17;NO;PENSION;F;COLECTIVO;38385;NO
2020-01-17;NO;PENSION;F;LANCHA;1;NO
2020-01-17;NO;PENSION;F;SUBTE;0;NO
2020-01-17;NO;PENSION;F;TOTAL;38388;NO
2020-01-17;NO;PENSION;F;TREN;5;NO
2020-01-17;NO;PENSION;M;COLECTIVO;14335;NO
2020-01-17;NO;PENSION;M;LANCHA;1;NO
2020-01-17;NO;PENSION;M;SUBTE;0;NO
2020-01-17;NO;PENSION;M;TOTAL;14337;NO
2020-01-17;NO;PENSION;M;TREN;1;NO
2020-01-17;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;26382;NO
2020-01-17;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;3;NO
2020-01-17;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;0;NO
2020-01-17;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;26388;NO
2020-01-17;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;8;NO
2020-01-17;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;224;NO
2020-01-17;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-01-17;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;0;NO
2020-01-17;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;224;NO
2020-01-17;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;0;NO
2020-01-17;NO;PROGRESAR;F;COLECTIVO;11987;NO
2020-01-17;NO;PROGRESAR;F;LANCHA;1;NO
2020-01-17;NO;PROGRESAR;F;SUBTE;0;NO
2020-01-17;NO;PROGRESAR;F;TOTAL;11988;NO
2020-01-17;NO;PROGRESAR;F;TREN;6;NO
2020-01-17;NO;PROGRESAR;M;COLECTIVO;5800;NO
2020-01-17;NO;PROGRESAR;M;LANCHA;0;NO
2020-01-17;NO;PROGRESAR;M;SUBTE;0;NO
2020-01-17;NO;PROGRESAR;M;TOTAL;5800;NO
2020-01-17;NO;PROGRESAR;M;TREN;2;NO
2020-01-17;SI;;;COLECTIVO;1081300;NO
2020-01-17;SI;;;LANCHA;0;NO
2020-01-17;SI;;;SUBTE;231541;NO
2020-01-17;SI;;;TOTAL;1239080;NO
2020-01-17;SI;;;TREN;288995;NO
2020-01-17;SI;;F;COLECTIVO;619104;NO
2020-01-17;SI;;F;LANCHA;0;NO
2020-01-17;SI;;F;SUBTE;117179;NO
2020-01-17;SI;;F;TOTAL;686427;NO
2020-01-17;SI;;F;TREN;151965;NO
2020-01-17;SI;;M;COLECTIVO;487411;NO
2020-01-17;SI;;M;LANCHA;0;NO
2020-01-17;SI;;M;SUBTE;113554;NO
2020-01-17;SI;;M;TOTAL;560137;NO
2020-01-17;SI;;M;TREN;153121;NO
2020-01-17;SI;AUH;F;COLECTIVO;226006;NO
2020-01-17;SI;AUH;F;LANCHA;0;NO
2020-01-17;SI;AUH;F;SUBTE;11875;NO
2020-01-17;SI;AUH;F;TOTAL;231579;NO
2020-01-17;SI;AUH;F;TREN;53816;NO
2020-01-17;SI;AUH;M;COLECTIVO;7095;NO
2020-01-17;SI;AUH;M;LANCHA;0;NO
2020-01-17;SI;AUH;M;SUBTE;505;NO
2020-01-17;SI;AUH;M;TOTAL;7334;NO
2020-01-17;SI;AUH;M;TREN;2028;NO
2020-01-17;SI;JUBILACION;F;COLECTIVO;308243;NO
2020-01-17;SI;JUBILACION;F;LANCHA;0;NO
2020-01-17;SI;JUBILACION;F;SUBTE;22906;NO
2020-01-17;SI;JUBILACION;F;TOTAL;319067;NO
2020-01-17;SI;JUBILACION;F;TREN;42310;NO
2020-01-17;SI;JUBILACION;M;COLECTIVO;142137;NO
2020-01-17;SI;JUBILACION;M;LANCHA;0;NO
2020-01-17;SI;JUBILACION;M;SUBTE;12801;NO
2020-01-17;SI;JUBILACION;M;TOTAL;148421;NO
2020-01-17;SI;JUBILACION;M;TREN;23335;NO
2020-01-17;SI;MONOTRIBUTO SOCIAL;F;COLECTIVO;54462;NO
2020-01-17;SI;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-01-17;SI;MONOTRIBUTO SOCIAL;F;SUBTE;3325;NO
2020-01-17;SI;MONOTRIBUTO SOCIAL;F;TOTAL;55931;NO
2020-01-17;SI;MONOTRIBUTO SOCIAL;F;TREN;12569;NO
2020-01-17;SI;MONOTRIBUTO SOCIAL;M;COLECTIVO;20529;NO
2020-01-17;SI;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-01-17;SI;MONOTRIBUTO SOCIAL;M;SUBTE;1461;NO
2020-01-17;SI;MONOTRIBUTO SOCIAL;M;TOTAL;21272;NO
2020-01-17;SI;MONOTRIBUTO SOCIAL;M;TREN;5177;NO
2020-01-17;SI;OTRO;F;COLECTIVO;6486;NO
2020-01-17;SI;OTRO;F;LANCHA;0;NO
2020-01-17;SI;OTRO;F;SUBTE;548;NO
2020-01-17;SI;OTRO;F;TOTAL;6708;NO
2020-01-17;SI;OTRO;F;TREN;1527;NO
2020-01-17;SI;OTRO;M;COLECTIVO;3140;NO
2020-01-17;SI;OTRO;M;LANCHA;0;NO
2020-01-17;SI;OTRO;M;SUBTE;317;NO
2020-01-17;SI;OTRO;M;TOTAL;3323;NO
2020-01-17;SI;OTRO;M;TREN;834;NO
2020-01-17;SI;PENSION;F;COLECTIVO;88028;NO
2020-01-17;SI;PENSION;F;LANCHA;0;NO
2020-01-17;SI;PENSION;F;SUBTE;5631;NO
2020-01-17;SI;PENSION;F;TOTAL;90493;NO
2020-01-17;SI;PENSION;F;TREN;19354;NO
2020-01-17;SI;PENSION;M;COLECTIVO;35193;NO
2020-01-17;SI;PENSION;M;LANCHA;0;NO
2020-01-17;SI;PENSION;M;SUBTE;2483;NO
2020-01-17;SI;PENSION;M;TOTAL;36365;NO
2020-01-17;SI;PENSION;M;TREN;8039;NO
2020-01-17;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;131710;NO
2020-01-17;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
2020-01-17;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;13483;NO
2020-01-17;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;135155;NO
2020-01-17;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;38501;NO
2020-01-17;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;1302;NO
2020-01-17;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-01-17;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;169;NO
2020-01-17;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;1388;NO
2020-01-17;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;395;NO
2020-01-17;SI;PROGRESAR;F;COLECTIVO;28944;NO
2020-01-17;SI;PROGRESAR;F;LANCHA;0;NO
2020-01-17;SI;PROGRESAR;F;SUBTE;2761;NO
2020-01-17;SI;PROGRESAR;F;TOTAL;30057;NO
2020-01-17;SI;PROGRESAR;F;TREN;7316;NO
2020-01-17;SI;PROGRESAR;M;COLECTIVO;12710;NO
2020-01-17;SI;PROGRESAR;M;LANCHA;0;NO
2020-01-17;SI;PROGRESAR;M;SUBTE;1362;NO
2020-01-17;SI;PROGRESAR;M;TOTAL;13400;NO
2020-01-17;SI;PROGRESAR;M;TREN;3584;NO
2020-01-18;NO;;;COLECTIVO;172185;NO
2020-01-18;NO;;;LANCHA;4;NO
2020-01-18;NO;;;SUBTE;0;NO
2020-01-18;NO;;;TOTAL;172216;NO
2020-01-18;NO;;;TREN;55;NO
2020-01-18;NO;;F;COLECTIVO;80808;NO
2020-01-18;NO;;F;LANCHA;41;NO
2020-01-18;NO;;F;SUBTE;0;NO
2020-01-18;NO;;F;TOTAL;80863;NO
2020-01-18;NO;;F;TREN;38;NO
2020-01-18;NO;;M;COLECTIVO;55366;NO
2020-01-18;NO;;M;LANCHA;35;NO
2020-01-18;NO;;M;SUBTE;0;NO
2020-01-18;NO;;M;TOTAL;55409;NO
2020-01-18;NO;;M;TREN;18;NO
2020-01-18;NO;AUH;F;COLECTIVO;46755;NO
2020-01-18;NO;AUH;F;LANCHA;1;NO
2020-01-18;NO;AUH;F;SUBTE;0;NO
2020-01-18;NO;AUH;F;TOTAL;46757;NO
2020-01-18;NO;AUH;F;TREN;3;NO
2020-01-18;NO;AUH;M;COLECTIVO;916;NO
2020-01-18;NO;AUH;M;LANCHA;0;NO
2020-01-18;NO;AUH;M;SUBTE;0;NO
2020-01-18;NO;AUH;M;TOTAL;916;NO
2020-01-18;NO;AUH;M;TREN;0;NO
2020-01-18;NO;JUBILACION;F;COLECTIVO;49388;NO
2020-01-18;NO;JUBILACION;F;LANCHA;7;NO
2020-01-18;NO;JUBILACION;F;SUBTE;0;NO
2020-01-18;NO;JUBILACION;F;TOTAL;49400;NO
2020-01-18;NO;JUBILACION;F;TREN;9;NO
2020-01-18;NO;JUBILACION;M;COLECTIVO;25797;NO
2020-01-18;NO;JUBILACION;M;LANCHA;14;NO
2020-01-18;NO;JUBILACION;M;SUBTE;0;NO
2020-01-18;NO;JUBILACION;M;TOTAL;25814;NO
2020-01-18;NO;JUBILACION;M;TREN;6;NO
2020-01-18;NO;MONOTRIBUTO SOCIAL;F;COLECTIVO;8772;NO
2020-01-18;NO;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-01-18;NO;MONOTRIBUTO SOCIAL;F;SUBTE;0;NO
2020-01-18;NO;MONOTRIBUTO SOCIAL;F;TOTAL;8773;NO
2020-01-18;NO;MONOTRIBUTO SOCIAL;F;TREN;2;NO
2020-01-18;NO;MONOTRIBUTO SOCIAL;M;COLECTIVO;3334;NO
2020-01-18;NO;MONOTRIBUTO SOCIAL;M;LANCHA;1;NO
2020-01-18;NO;MONOTRIBUTO SOCIAL;M;SUBTE;0;NO
2020-01-18;NO;MONOTRIBUTO SOCIAL;M;TOTAL;3335;NO
2020-01-18;NO;MONOTRIBUTO SOCIAL;M;TREN;0;NO
2020-01-18;NO;OTRO;F;COLECTIVO;2205;NO
2020-01-18;NO;OTRO;F;LANCHA;2;NO
2020-01-18;NO;OTRO;F;SUBTE;0;NO
2020-01-18;NO;OTRO;F;TOTAL;2207;NO
2020-01-18;NO;OTRO;F;TREN;0;NO
2020-01-18;NO;OTRO;M;COLECTIVO;944;NO
2020-01-18;NO;OTRO;M;LANCHA;0;NO
2020-01-18;NO;OTRO;M;SUBTE;0;NO
2020-01-18;NO;OTRO;M;TOTAL;944;NO
2020-01-18;NO;OTRO;M;TREN;0;NO
2020-01-18;NO;PENSION;F;COLECTIVO;26630;NO
2020-01-18;NO;PENSION;F;LANCHA;1;NO
2020-01-18;NO;PENSION;F;SUBTE;0;NO
2020-01-18;NO;PENSION;F;TOTAL;26633;NO
2020-01-18;NO;PENSION;F;TREN;2;NO
2020-01-18;NO;PENSION;M;COLECTIVO;10735;NO
2020-01-18;NO;PENSION;M;LANCHA;1;NO
2020-01-18;NO;PENSION;M;SUBTE;0;NO
2020-01-18;NO;PENSION;M;TOTAL;10736;NO
2020-01-18;NO;PENSION;M;TREN;1;NO
2020-01-18;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;16373;NO
2020-01-18;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;2;NO
2020-01-18;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;0;NO
2020-01-18;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;16376;NO
2020-01-18;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;8;NO
2020-01-18;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;165;NO
2020-01-18;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-01-18;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;0;NO
2020-01-18;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;165;NO
2020-01-18;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;0;NO
2020-01-18;NO;PROGRESAR;F;COLECTIVO;9026;NO
2020-01-18;NO;PROGRESAR;F;LANCHA;2;NO
2020-01-18;NO;PROGRESAR;F;SUBTE;0;NO
2020-01-18;NO;PROGRESAR;F;TOTAL;9029;NO
2020-01-18;NO;PROGRESAR;F;TREN;1;NO
2020-01-18;NO;PROGRESAR;M;COLECTIVO;4760;NO
2020-01-18;NO;PROGRESAR;M;LANCHA;0;NO
2020-01-18;NO;PROGRESAR;M;SUBTE;0;NO
2020-01-18;NO;PROGRESAR;M;TOTAL;4760;NO
2020-01-18;NO;PROGRESAR;M;TREN;1;NO
2020-01-18;SI;;;COLECTIVO;777327;NO
2020-01-18;SI;;;LANCHA;0;NO
2020-01-18;SI;;;SUBTE;93841;NO
2020-01-18;SI;;;TOTAL;855982;NO
2020-01-18;SI;;;TREN;179573;NO
2020-01-18;SI;;F;COLECTIVO;403364;NO
2020-01-18;SI;;F;LANCHA;0;NO
2020-01-18;SI;;F;SUBTE;39175;NO
2020-01-18;SI;;F;TOTAL;434111;NO
2020-01-18;SI;;F;TREN;86491;NO
2020-01-18;SI;;M;COLECTIVO;327279;NO
2020-01-18;SI;;M;LANCHA;0;NO
2020-01-18;SI;;M;SUBTE;36311;NO
2020-01-18;SI;;M;TOTAL;357431;NO
2020-01-18;SI;;M;TREN;83187;NO
2020-01-18;SI;AUH;F;COLECTIVO;175035;NO
2020-01-18;SI;AUH;F;LANCHA;0;NO
2020-01-18;SI;AUH;F;SUBTE;4081;NO
2020-01-18;SI;AUH;F;TOTAL;178838;NO
2020-01-18;SI;AUH;F;TREN;35365;NO
2020-01-18;SI;AUH;M;COLECTIVO;5538;NO
2020-01-18;SI;AUH;M;LANCHA;0;NO
2020-01-18;SI;AUH;M;SUBTE;179;NO
2020-01-18;SI;AUH;M;TOTAL;5691;NO
2020-01-18;SI;AUH;M;TREN;1283;NO
2020-01-18;SI;JUBILACION;F;COLECTIVO;199254;NO
2020-01-18;SI;JUBILACION;F;LANCHA;0;NO
2020-01-18;SI;JUBILACION;F;SUBTE;9147;NO
2020-01-18;SI;JUBILACION;F;TOTAL;205355;NO
2020-01-18;SI;JUBILACION;F;TREN;23394;NO
2020-01-18;SI;JUBILACION;M;COLECTIVO;92739;NO
2020-01-18;SI;JUBILACION;M;LANCHA;0;NO
2020-01-18;SI;JUBILACION;M;SUBTE;4229;NO
2020-01-18;SI;JUBILACION;M;TOTAL;95728;NO
2020-01-18;SI;JUBILACION;M;TREN;12123;NO
2020-01-18;SI;MONOTRIBUTO SOCIAL;F;COLECTIVO;40538;NO
2020-01-18;SI;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-01-18;SI;MONOTRIBUTO SOCIAL;F;SUBTE;1146;NO
2020-01-18;SI;MONOTRIBUTO SOCIAL;F;TOTAL;41470;NO
2020-01-18;SI;MONOTRIBUTO SOCIAL;F;TREN;7943;NO
2020-01-18;SI;MONOTRIBUTO SOCIAL;M;COLECTIVO;15516;NO
2020-01-18;SI;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-01-18;SI;MONOTRIBUTO SOCIAL;M;SUBTE;545;NO
2020-01-18;SI;MONOTRIBUTO SOCIAL;M;TOTAL;15991;NO
2020-01-18;SI;MONOTRIBUTO SOCIAL;M;TREN;3272;NO
2020-01-18;SI;OTRO;F;COLECTIVO;4745;NO
2020-01-18;SI;OTRO;F;LANCHA;0;NO
2020-01-18;SI;OTRO;F;SUBTE;221;NO
2020-01-18;SI;OTRO;F;TOTAL;4911;NO
2020-01-18;SI;OTRO;F;TREN;963;NO
2020-01-18;SI;OTRO;M;COLECTIVO;2268;NO
2020-01-18;SI;OTRO;M;LANCHA;0;NO
2020-01-18;SI;OTRO;M;SUBTE;105;NO
2020-01-18;SI;OTRO;M;TOTAL;2349;NO
2020-01-18;SI;OTRO;M;TREN;505;NO
2020-01-18;SI;PENSION;F;COLECTIVO;64228;NO
2020-01-18;SI;PENSION;F;LANCHA;0;NO
2020-01-18;SI;PENSION;F;SUBTE;1923;NO
2020-01-18;SI;PENSION;F;TOTAL;65715;NO
2020-01-18;SI;PENSION;F;TREN;11951;NO
2020-01-18;SI;PENSION;M;COLECTIVO;26065;NO
2020-01-18;SI;PENSION;M;LANCHA;0;NO
2020-01-18;SI;PENSION;M;SUBTE;885;NO
2020-01-18;SI;PENSION;M;TOTAL;26740;NO
2020-01-18;SI;PENSION;M;TREN;5022;NO
2020-01-18;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;82655;NO
2020-01-18;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
